Year,FIPS,State,County,Year,health_outcomes_rank,health_factors_rank,life_length_rank,life_quality_rank,health_behav_rank,clinical_care_rank,socio_econ_fact_rank,physical_env_rank,premature_deaths,premature_death_ypll_rate,ypll_black,ypll_hispanic,ypll_white,life_expectancy,life_expectancy_black,life_expectancy_hispanic,life_expectancy_white,poor_or_fair_health_percent,poor_physical_health_days_avg,adult_smoking_percent,excessive_drinking_percent,adult_obesity_percent,food_env_index,uninsured_percent,number_of_diabetics,percent_receiving_hba1c,percent_receiving_hba1c_black,percent_receiving_hba1c_white,AFGR,hs_grad_rate,PSED_completion_rate,unemployed_percent,income_inequality_GINI,income_ineq_80th_percentile_income,income_ineq_20th_percentile_income,income_ineq_income_ratio,percent_no_emo_social_support,percent_access_healthy_food_access,percent_limited_access_healthy_food_access,percent_food_insecure,percent_fast_food,access_exercise_opp_percent,access_rec_fac_rate,park_access_percent,diabetic_percent,binge_drinking_percent,physical_inactivity_percent,median_household_income,res_segregation_index_black_white,res_segregation_index_nonwh_white,liquor_store_density_rate,african_american_percent,american_indian_percent,asian_percent,pacific_islander_percent,hispanic_percent,nonhispanic_white_percent,not_eng_prof_percent,female,rural
2019,22091,Louisiana,St. Helena,2019,60,59,62,48,55,61,61,6,,14165,13089,,16660,73,72.7,,72.3,25,4.7,24,15,37,6.6,14,,,,,,74,36,6.6,,80636,13439,6,,,3,21,,12,,,15,,31,36723,15,15,,52.2,0.5,0.1,0.1,1.8,44.2,0,51.5,100
2019,22093,Louisiana,St. James,2019,28,19,25,28,18,17,28,21,,9746,12115,,7759,76.4,73.2,,79.4,19,3.8,19,17,38,6.7,10,,,,,,85,51,6.6,,106310,20042,5.3,,,10,18,,32,,,14,,35,53045,35,35,,48.7,0.3,0.4,0,1.7,48.4,0,51.7,27.7
2019,22095,Louisiana,St. John the Baptist,2019,29,27,35,21,19,20,26,51,,10183,11235,,8756,75.2,74.1,85.6,76.2,20,3.9,19,16,39,6.4,11,,,,,,81,50,6.1,,102565,21606,4.7,,,13,18,,80,,,12,,32,55941,39,38,,56.2,0.5,1,0.2,6.4,34.9,1,51.2,13.4
2019,22097,Louisiana,St. Landry,2019,57,50,60,50,41,14,59,48,,13088,16251,,11318,72.7,70.2,102.1,74.1,23,4.7,21,15,37,6.2,12,,,,,,69,40,6.7,,76755,12039,6.4,,,9,21,,53,,,14,,31,35693,44,42,,41.2,0.4,0.5,0,2.2,54.6,1,51.7,48.2
2019,22099,Louisiana,St. Martin,2019,22,30,29,16,23,28,32,45,,9909,13613,,8592,76,72.2,,77.4,20,4,20,19,36,7.8,12,,,,,,84,49,6.1,,96493,18563,5.2,,,2,15,,60,,,12,,34,44574,31,27,,30.1,0.7,1,0,3,64.3,1,50.8,49.6
2019,22101,Louisiana,St. Mary,2019,32,42,26,38,29,33,53,24,,9789,11224,,9669,75.3,74.3,85.5,75.2,24,4.5,21,17,37,6.1,14,,,,,,88,34,8,,78121,18156,4.3,,,15,18,,89,,,13,,32,38413,39,39,,31.3,2.2,1.7,0.1,7.2,56.1,2,50.8,13
2019,22103,Louisiana,St. Tammany,2019,3,1,3,2,1,4,3,39,,6935,9251,4373,6837,78.7,76.3,86.6,78.6,15,3.4,17,18,31,8.4,10,,,,,,83,69,4.3,,127734,27253,4.7,,,7,9,,81,,,10,,23,67926,45,38,,12,0.6,1.5,0,5.8,78.6,2,51.4,23.2
2019,22105,Louisiana,Tangipahoa,2019,35,46,40,26,50,37,46,28,,10647,12789,4166,10284,74.6,72.3,85.5,75,20,4.1,20,20,39,6.7,12,,,,,,71,52,5.7,,95148,16911,5.6,,,11,17,,71,,,11,,34,44256,35,33,,30.1,0.4,0.7,0.1,4.4,63.1,1,51.5,40.9
2019,22107,Louisiana,Tensas,2019,59,62,45,62,61,56,62,42,,11146,13386,,9102,76.2,73.1,,78.7,33,5.7,28,11,35,4.5,14,,,,,,84,33,8.4,,53333,9785,5.5,,,17,26,,15,,,18,,35,27959,40,41,,53.9,0.2,0.2,0,2,42.6,0,51.9,100
2019,22109,Louisiana,Terrebonne,2019,20,35,21,20,56,48,29,2,,9576,13215,5367,8999,75.7,73.6,98.8,76,21,4.4,22,19,39,7,16,,,,,,82,45,5.7,,101601,19470,5.2,,,12,14,,77,,,12,,31,47971,35,30,,18.9,6,1.2,0.1,5.2,66.7,2,50.6,20.6
2019,22111,Louisiana,Union,2019,24,36,20,29,11,50,39,59,,9257,11482,,8767,75.9,73.2,,76.5,20,4.2,19,16,36,7.1,13,,,,,,65,37,5.6,,81933,13427,6.1,,,9,16,,40,,,14,,30,40395,42,42,,25.1,0.5,0.3,0.1,4.8,68.8,1,50.4,82.9
2019,22113,Louisiana,Vermilion,2019,13,23,9,19,15,29,23,37,,8166,13553,,7384,77.1,72,94.2,77.7,18,3.9,20,20,36,8.1,13,,,,,,94,41,6,,98521,19162,5.1,,,2,13,,62,,,11,,30,50562,54,52,,14.3,0.4,2.3,0,3.6,78.1,2,51.5,54.6
2019,22115,Louisiana,Vernon,2019,8,26,13,4,46,49,11,9,,8731,8397,,9688,75.5,76.2,87.4,74.5,19,4,21,22,34,6.4,11,,,,,,91,61,6.5,,86719,20929,4.1,,,21,13,,66,,,14,,30,45711,48,39,,13.9,1.6,2.1,0.5,9.4,69.9,1,46.5,49.9
2019,22117,Louisiana,Washington,2019,58,52,61,52,51,42,51,35,,13403,14250,,13552,72.4,71.3,,72.3,24,4.6,23,16,37,7,13,,,,,,82,41,5.8,,71939,12971,5.5,,,5,18,,41,,,18,,37,37792,42,40,,30.4,0.4,0.3,0,2.2,65.6,2,50.6,66.7
2019,22119,Louisiana,Webster,2019,52,45,53,55,54,26,36,61,,11651,12932,,10782,73.8,72.4,,74.5,21,4.5,22,16,39,5.9,12,,,,,,77,48,6.9,,70164,14340,4.9,,,15,19,,50,,,13,,34,32522,32,31,,33.9,0.6,0.4,0,1.9,61.9,0,51.4,53
2019,22121,Louisiana,West Baton Rouge,2019,23,12,19,30,27,10,16,22,,9241,11005,,8585,77,75,,77.7,19,4,20,19,40,7.3,9,,,,,,74,55,4.6,,121504,22593,5.4,,,6,16,,74,,,13,,27,64921,27,26,,38.9,0.2,0.6,0.1,3.3,55.9,0,50.6,30.5
2019,22123,Louisiana,West Carroll,2019,43,58,49,33,36,64,56,8,,11279,17225,,10509,74.2,68.1,,74.9,21,4.3,21,17,42,7.2,14,,,,,,93,33,9.8,,81769,16382,5,,,3,18,,36,,,15,,30,37759,23,15,,15.6,0.8,0.3,0,3.7,78.9,0,49,100
2019,22125,Louisiana,West Feliciana,2019,14,6,10,18,13,3,10,26,,8373,9651,,7500,78.1,79.3,,78.3,21,4.1,22,17,32,6.1,9,,,,,,91,51,4.2,,122431,23276,5.3,,,20,16,,15,,,13,,26,56584,18,18,,44.5,0.2,0.3,0,1.6,52.6,0,34.5,100
2019,22127,Louisiana,Winn,2019,50,47,52,53,48,54,41,33,,11529,10815,,12224,74,73.4,,73.7,23,4.8,23,17,38,6.2,12,,,,,,85,35,6.5,,79670,13141,6.1,,,13,19,,80,,,15,,30,39474,44,41,,30.5,0.8,0.3,0,2.2,64.9,0,46.7,64.9
2020,22000,Louisiana,,2020,,,,,,,,,71605,9535,,,,76.1,,,,22,4.8,23,20,35,5.2,10,,,,,,78,57,4.9,,103784,18241,5.7,,,10,17,,75,,,13,,29,48021,56,51,,32.3,0.8,1.8,0.1,5.2,58.6,1,51.2,26.8
2020,22001,Louisiana,Acadia,2020,24,28,24,21,31,27,31,36,1027,9742,15253,,8594,75.4,71.7,,76.2,21,4.8,22,20,38,7.8,11,,,,,,91,44,5.4,,95846,16512,5.8,,,1,15,,43,,,11,,35,40484,48,45,,17.9,0.4,0.3,0,2.7,77.3,1,51.2,51.7
2020,22003,Louisiana,Allen,2020,22,26,22,15,36,47,17,27,433,9683,11036,,9272,74.9,73.6,,75.1,21,4.6,22,21,37,7.3,9,,,,,,92,45,5.6,,86633,17063,5.1,,,12,13,,73,,,19,,41,44395,39,40,,22.3,2.3,0.7,0,2.3,71,2,43.3,69.4
2020,22005,Louisiana,Ascension,2020,1,3,1,1,7,3,2,59,1263,6933,9208,,6562,78.7,76,,79.1,17,4.1,18,24,33,8.1,7,,,,,,88,68,4.1,,138775,28629,4.8,,,8,10,,73,,,13,,31,77758,43,37,,23.2,0.5,1.4,0.1,5.7,68.1,1,50.6,13.2
2020,22007,Louisiana,Assumption,2020,21,38,15,35,27,39,46,10,336,8969,15146,,6607,77.6,72.1,,79.7,22,4.7,21,19,42,6.7,10,,,,,,90,38,6.7,,99098,17223,5.8,,,14,15,,35,,,16,,34,48120,51,46,,29.4,0.8,0.4,0.1,3.1,65.4,1,51.5,45
2020,22009,Louisiana,Avoyelles,2020,51,55,53,49,61,49,52,13,776,11512,15225,,10103,73.8,71.2,,74.6,24,5.2,23,19,45,6.6,10,,,,,,79,42,5.7,,88221,14227,6.2,,,9,17,,24,,,13,,36,37731,33,30,,29.6,1.2,0.6,0,2,65,0,49.6,63.8
2020,22011,Louisiana,Beauregard,2020,28,14,37,19,20,44,6,32,661,10539,14479,,10177,74.4,71.8,,74.5,20,4.7,21,20,36,7.2,10,,,,,,95,53,5.3,,102917,18536,5.6,,,14,12,,15,,,14,,28,57005,54,43,,12,1.2,0.7,0.1,3.8,80.2,0,49.3,66.5
2020,22013,Louisiana,Bienville,2020,56,44,48,59,48,28,38,56,286,11198,13124,,10256,74.4,74.2,,74.4,24,5,22,16,45,6.1,9,,,,,,90,43,5.8,,77848,11874,6.6,,,12,19,,21,,,24,,26,34047,41,41,,41.5,0.4,0.3,0,1.9,54.6,0,52.1,79.8
2020,22015,Louisiana,Bossier,2020,7,8,5,13,4,13,4,61,1528,7404,9081,4277,7159,77.9,76.5,111.2,77.9,19,4.3,19,20,31,7.5,9,,,,,,83,68,4.3,,105991,23330,4.5,,,8,13,,76,,,12,,27,56754,36,32,,22.5,0.6,1.9,0.1,6.8,66.2,1,50.5,24.3
2020,22017,Louisiana,Caddo,2020,50,35,42,55,51,2,43,63,4324,10847,13524,,8454,74.9,72.7,109.8,76.7,23,4.9,22,17,40,5.8,9,,,,,,74,57,5.5,,90897,16180,5.6,,,14,20,,85,,,13,,31,40467,60,58,,49.4,0.5,1.3,0.1,2.9,44.6,0,52.7,14.4
2020,22019,Louisiana,Calcasieu,2020,18,10,29,11,15,6,8,38,3293,9983,13700,5537,8860,75.1,72,90.3,76,19,4.4,20,19,35,7.3,9,,,,,,84,58,3.8,,104598,20545,5.1,,,9,14,,75,,,11,,30,50531,65,59,,25.4,0.6,1.4,0.1,3.8,67.2,1,51.1,20.5
2020,22021,Louisiana,Caldwell,2020,41,54,49,27,46,64,39,35,204,11205,,,,73.5,,,,22,4.9,23,19,40,7.5,11,,,,,,90,37,5.7,,82557,12417,6.6,,,3,16,,37,,,15,,27,40842,38,39,,15.8,0.4,0.4,0,3.2,79.2,2,48.6,100
2020,22023,Louisiana,Cameron,2020,3,2,3,2,2,26,1,23,79,7133,,,,82,,,,17,4.2,19,21,35,9,9,,,,,,91,60,3.5,,111119,26019,4.3,,,6,6,,61,,,19,,33,57299,28,28,,4,0.8,0.3,0.1,4.3,89.4,3,50.2,100
2020,22025,Louisiana,Catahoula,2020,40,50,38,38,44,56,53,29,197,10576,13973,,9266,73.6,70.7,,74.7,22,4.8,23,18,37,6.6,11,,,,,,88,37,6.8,,99097,14121,7,,,11,17,,16,,,13,,40,35812,50,50,,30.5,0.5,0.1,0,1.7,66.2,0,47.1,100
2020,22027,Louisiana,Claiborne,2020,55,53,27,62,59,55,36,46,262,9862,10742,,9224,75.9,75.3,,76.3,28,5.4,26,17,38,6.1,11,,,,,,90,37,5.2,,61417,12098,5.1,,,7,21,,39,,,21,,35,33659,24,25,,51.6,0.5,0.5,0,1.5,44.8,0,43.4,82.4
2020,22029,Louisiana,Concordia,2020,59,57,60,57,56,34,56,37,420,12780,15306,,11399,73,70.2,,74.3,26,5.4,25,16,35,5.3,10,,,,,,83,38,7,,71814,13654,5.3,,,15,22,,31,,,17,,39,35840,43,42,,39.6,0.4,0.4,0,1.5,57.2,0,49.3,33.5
2020,22031,Louisiana,De Soto,2020,31,33,16,50,33,38,24,58,462,9012,12781,,7014,76.1,72.2,,78.2,23,5.1,22,17,38,6.5,10,,,,,,94,46,5.7,,98304,14734,6.7,,,9,18,,44,,,17,,33,44457,49,45,,35.7,1.1,0.4,0.1,3,58.7,0,51.8,77.3
2020,22033,Louisiana,East Baton Rouge,2020,29,7,30,31,8,1,15,7,6265,9984,13293,6662,7441,76.1,73,83.4,78.4,20,4.5,18,22,32,6.5,9,,,,,,71,67,4.3,,115031,20821,5.5,,,11,17,,98,,,12,,29,52945,57,53,,46.5,0.3,3.4,0,4.2,44.4,2,52.2,6.9
2020,22035,Louisiana,East Carroll,2020,63,64,56,64,63,60,63,64,149,12206,,,,72.7,70.1,,76.1,37,6.6,32,14,40,3.5,8,,,,,,98,30,10.3,,50603,8185,6.2,,,12,33,,60,,,14,,28,27714,67,66,,68,0.3,0.5,0,2.5,27.7,0,45.8,34.6
2020,22037,Louisiana,East Feliciana,2020,34,17,46,22,10,17,29,48,391,10914,11754,,10625,73.5,73,,73.7,21,4.5,21,18,35,7.3,8,,,,,,86,35,4.7,,96907,17265,5.6,,,6,16,,47,,,17,,27,45174,12,11,,42.5,0.5,0.3,0,1.7,53.8,0,45.7,100
2020,22039,Louisiana,Evangeline,2020,46,51,50,47,57,29,47,49,623,11220,13002,,11244,73.7,71.1,,73.9,25,5.3,24,19,39,6.1,10,,,,,,81,37,5.8,,73190,14602,5,,,15,18,,56,,,20,,36,34113,35,33,,27.4,0.4,0.5,0,3.8,66.7,2,49.2,61.1
2020,22041,Louisiana,Franklin,2020,48,60,40,56,53,62,58,45,387,10656,11865,,9930,73.9,72.5,,74.5,25,5.2,24,17,38,6.4,12,,,,,,76,37,7.1,,78793,13637,5.8,,,6,20,,38,,,15,,37,34446,52,52,,31.5,0.3,0.4,0.1,1.7,65.1,0,51.6,74.2
2020,22043,Louisiana,Grant,2020,14,47,13,16,62,32,27,20,363,8679,,,,75.5,75.1,,75,22,4.6,23,20,47,7.3,9,,,,,,84,36,5.9,,81063,16635,4.9,,,7,15,,70,,,21,,41,43502,79,72,,15.2,1.2,0.5,0,5.2,76.5,1,44.1,85.6
2020,22045,Louisiana,Iberia,2020,39,43,36,42,42,20,48,41,1230,10383,14625,,8751,74.7,70.9,98.6,76.1,23,4.9,21,19,41,6.8,10,,,,,,81,41,5.8,,94535,19021,5,,,8,17,,63,,,13,,29,42909,47,41,,32.1,0.6,2.7,0.1,4.3,58.8,2,51.1,28.1
2020,22047,Louisiana,Iberville,2020,36,32,33,41,18,16,50,50,577,10157,11620,,9400,75.5,74,,76.4,22,4.6,21,18,38,7.1,9,,,,,,86,45,6.2,,100853,19737,5.1,,,4,17,,49,,,15,,21,47917,23,22,,48.3,0.3,0.4,0,2.7,47.5,0,49.4,59.2
2020,22049,Louisiana,Jackson,2020,25,30,17,44,23,48,28,44,271,9036,12886,,7834,76.3,71.8,,77.9,22,4.9,22,18,34,6.5,10,,,,,,81,35,4.6,,87489,13688,6.4,,,11,17,,23,,,13,,29,40828,42,41,,28.4,0.4,0.4,0,1.8,67.5,1,48.7,65.5
2020,22051,Louisiana,Jefferson,2020,11,9,14,12,6,19,21,1,6426,8901,11786,4860,9010,77.3,74.1,85.8,77.1,20,4.5,19,20,33,7.9,12,,,,,,72,59,4.4,,106739,21911,4.9,,,5,13,,98,,,14,,27,50871,52,45,,26.8,0.6,4.2,0.1,14.9,52.3,5,51.6,1.1
2020,22053,Louisiana,Jefferson Davis,2020,33,19,44,25,25,31,18,6,559,10886,14888,,10176,73.9,71.1,,74.3,20,4.6,21,19,41,7.8,10,,,,,,93,46,4.7,,99558,16283,6.1,,,3,14,,45,,,12,,33,44492,30,29,,16.4,0.8,0.5,0,2.5,78,0,51,50.7
2020,22055,Louisiana,Lafayette,2020,5,5,4,7,3,5,10,39,2728,7234,10466,3733,6375,78.5,74.7,86.7,79.5,17,4.4,18,20,31,7.5,10,,,,,,77,62,4.5,,115965,21221,5.5,,,7,14,,86,,,10,,26,57821,46,42,,26.4,0.4,1.9,0.1,4.6,65.4,2,51.3,8.3
2020,22057,Louisiana,Lafourche,2020,8,13,9,6,14,37,14,3,1387,8413,13466,,7590,77.3,72.4,88.4,78,18,4.4,19,21,40,7.7,12,,,,,,94,45,4.7,,106011,20808,5.1,,,9,12,,60,,,13,,32,52651,55,36,,13.4,3,0.9,0.1,4.4,76.8,1,51,24.2
2020,22059,Louisiana,La Salle,2020,17,20,20,17,22,57,11,12,258,9323,,,,75.4,74.4,,75.3,22,4.8,23,20,34,7.5,12,,,,,,96,42,4.4,,89085,15153,5.9,,,6,14,,57,,,18,,32,45742,53,47,,12,1.3,0.3,0,2.9,82.6,1,48.2,73.2
2020,22061,Louisiana,Lincoln,2020,13,15,7,43,24,14,12,51,518,7495,9974,,6285,77.8,75.1,,79.1,23,5,21,19,36,5.2,10,,,,,,96,64,5.2,,85556,13165,6.5,,,18,21,,47,,,10,,31,36525,53,47,,40.3,0.5,1.6,0.1,3.2,53.4,1,51.4,40.7
2020,22063,Louisiana,Livingston,2020,10,11,18,4,16,23,5,28,1925,9132,12115,,9094,76.5,73.4,87.8,76.5,18,4.3,22,21,37,8.5,9,,,,,,87,56,4.1,,120396,26402,4.6,,,5,9,,78,,,10,,31,63088,32,22,,6.5,0.5,0.7,0.1,3.8,87.4,1,50.7,41.1
2020,22065,Louisiana,Madison,2020,64,63,61,63,64,40,64,52,226,12805,14864,,8980,72.4,69.8,,76.2,31,5.9,28,15,41,5.3,9,,,,,,40,34,8.3,,63180,10982,5.8,,,5,26,,85,,,19,,39,28452,61,60,,62.4,0.3,0.3,0,2.2,33.8,0,50.4,22.4
2020,22067,Louisiana,Morehouse,2020,62,61,64,60,58,41,61,60,590,13712,16907,,10530,71.9,69.1,,74.3,28,5.6,23,16,43,5.3,9,,,,,,69,42,8.2,,69667,12803,5.4,,,15,22,,74,,,14,,33,34023,54,54,,47.7,0.2,0.5,0.1,1.4,49,0,51.9,50
2020,22069,Louisiana,Natchitoches,2020,52,41,52,54,38,22,42,53,638,11468,15081,,8849,74.7,72.4,,76.3,26,5.3,24,18,36,5.3,10,,,,,,80,56,5.8,,69114,10239,6.8,,,14,22,,69,,,16,,28,36298,47,44,,41,1.1,0.6,0,2.4,52.9,0,51.9,50.1
2020,22071,Louisiana,Orleans,2020,32,29,31,39,30,11,49,14,5831,10078,12534,5799,6439,76.9,74.8,82.7,80.1,21,4.5,23,23,30,5.8,10,,,,,,73,70,5,,97429,13143,7.4,,,9,22,,94,,,11,,24,38855,66,64,,59.1,0.3,2.9,0.1,5.6,30.8,2,52.7,0.6
2020,22073,Louisiana,Ouachita,2020,43,25,32,45,39,8,37,47,2476,10098,13511,,8273,74.9,72,90.1,76.4,23,5.1,21,18,40,6,8,,,,,,83,55,5.2,,95474,15763,6.1,,,14,19,,78,,,14,,31,44371,68,66,,37.3,0.3,1,0,2.2,58,0,52.1,24.2
2020,22075,Louisiana,Plaquemines,2020,6,16,8,10,17,53,9,18,295,7542,8225,,8340,78.2,75.3,,77.9,19,4.5,20,20,38,7.1,12,,,,,,91,60,4.6,,112368,18859,6,,,12,14,,45,,,17,,27,58643,55,45,,20.7,1.8,4.4,0.2,7.8,63,2,49.6,19.5
2020,22077,Louisiana,Pointe Coupee,2020,35,36,47,23,12,33,51,26,400,10915,12436,,10309,75.7,75.3,,76,20,4.5,20,18,31,7.3,10,,,,,,70,42,5.4,,95733,15288,6.3,,,6,15,,34,,,11,,26,46603,50,47,,35.3,0.3,0.3,0,2.9,60.3,1,51.9,57.8
2020,22079,Louisiana,Rapides,2020,44,23,43,40,40,10,30,25,2310,10883,15446,,9227,74.4,70.4,93.7,75.7,22,4.6,22,17,40,6.2,10,,,,,,78,52,5.3,,95983,17949,5.3,,,16,17,,80,,,15,,31,48116,59,54,,31.7,0.9,1.4,0,3.2,61.1,1,51.6,39.5
2020,22081,Louisiana,Red River,2020,53,45,62,36,32,58,32,31,181,12992,19450,,9103,72.8,69.5,,75.1,22,4.8,22,17,31,6.8,9,,,,,,84,43,4.4,,83417,13299,6.3,,,9,16,,53,,,16,,34,36865,49,50,,39.4,0.6,0.2,0,2.4,56.6,1,51.9,100
2020,22083,Louisiana,Richland,2020,47,49,35,58,34,46,54,42,372,10287,12336,,9268,74.8,72.1,,76.1,25,5.3,23,17,36,6.5,10,,,,,,78,39,6.2,,83058,14807,5.6,,,6,20,,44,,,19,,34,35103,51,49,,35.4,0.4,0.3,0,2.3,60.8,0,51.2,66
2020,22085,Louisiana,Sabine,2020,19,42,21,24,41,61,22,17,426,9348,10868,,10349,76.4,75,,75.2,20,4.8,21,19,46,7.1,13,,,,,,93,44,5.2,,82479,14380,5.7,,,12,14,,26,,,11,,37,36423,45,30,,16.7,9.2,0.4,0,4,67.3,0,50.6,88.2
2020,22087,Louisiana,St. Bernard,2020,45,31,51,33,43,52,23,16,762,11365,10820,,12705,74.9,73.3,106.8,73.3,23,4.9,23,20,43,6.4,10,,,,,,91,54,5,,90342,18122,5,,,19,14,,57,,,13,,33,43983,37,31,,22.9,0.8,2.3,0.1,10.2,62.1,2,51,4.3
2020,22089,Louisiana,St. Charles,2020,4,4,6,5,9,9,7,11,640,7419,9297,,6761,77.8,76.1,82.2,78.3,19,4,19,21,37,7,7,,,,,,82,64,4.4,,131645,28516,4.6,,,18,11,,81,,,11,,25,67585,51,48,,26,0.4,1.1,0,6.3,64.9,1,50.9,11.5
2020,22091,Louisiana,St. Helena,2020,57,58,58,51,49,59,59,2,211,12394,11906,,14097,74.1,73.5,,73.4,27,5.3,24,16,32,6.6,10,,,,,,74,37,6.6,,95705,14697,6.5,,,3,20,,19,,,11,,31,38699,13,13,,51.9,0.5,0.4,0.1,1.9,44.2,0,51.8,100
2020,22093,Louisiana,St. James,2020,26,21,28,26,19,12,35,40,338,9974,12074,,8322,76.1,73.2,,78.7,20,4.3,19,19,38,6.7,7,,,,,,85,54,6.2,,112680,18050,6.2,,,10,17,,32,,,9,,35,53903,34,34,,48.8,0.3,0.4,0,1.7,48.3,0,51.7,27.7
2020,22095,Louisiana,St. John the Baptist,2020,38,27,39,34,26,21,33,54,692,10642,11949,,9557,74.6,73.5,83.7,75.2,22,4.5,21,18,43,6.4,9,,,,,,81,50,5.7,,105985,20988,5,,,13,17,,82,,,10,,32,50830,42,41,,57,0.5,1.1,0.2,6.3,34,1,51.2,13.4
2020,22097,Louisiana,St. Landry,2020,58,56,59,48,52,18,60,55,1612,12667,15969,,10598,72.9,70.3,103.1,74.5,25,5.1,24,18,34,6.2,10,,,,,,69,40,6.2,,78107,12054,6.5,,,9,20,,52,,,14,,32,36624,43,41,,41.3,0.4,0.5,0,2.3,54.5,1,51.7,48.2
2020,22099,Louisiana,St. Martin,2020,20,24,26,14,28,24,26,34,891,9841,12975,,8703,75.8,72.3,,77.1,20,4.6,22,20,37,7.8,10,,,,,,84,48,5.2,,97937,19044,5.1,,,2,15,,60,,,15,,33,46229,27,24,,29.7,0.7,0.9,0,3,64.6,1,50.8,49.6
2020,22101,Louisiana,St. Mary,2020,27,37,25,37,29,30,45,21,895,9744,12120,,9096,75.4,73.4,87.8,75.9,24,4.9,22,18,38,6.2,11,,,,,,88,34,6.6,,79371,17199,4.6,,,15,17,,89,,,16,,37,39764,41,40,,31.4,2.3,1.7,0.1,7.1,56.2,2,50.7,13
2020,22103,Louisiana,St. Tammany,2020,2,1,2,3,1,7,3,33,3109,6977,9420,4729,6790,78.6,76.1,86.3,78.5,16,4.1,18,21,30,8.4,9,,,,,,83,69,4.2,,131771,27469,4.8,,,7,9,,81,,,11,,22,67054,44,37,,12.3,0.6,1.5,0.1,5.7,78.4,2,51.5,23.2
2020,22105,Louisiana,Tangipahoa,2020,37,46,41,29,50,43,41,22,2222,10665,12957,,10197,74.6,72.4,90.5,75,22,4.6,22,20,39,6.7,10,,,,,,71,52,5.5,,96996,17407,5.6,,,11,16,,68,,,10,,34,47128,35,32,,30.1,0.4,0.8,0.1,4.4,63.1,1,51.6,40.9
2020,22107,Louisiana,Tensas,2020,61,62,57,61,60,54,62,43,102,12381,,,,75.1,71,,80.1,35,6.4,28,12,31,4.4,11,,,,,,84,26,7.7,,54429,9855,5.5,,,17,26,,15,,,19,,33,28962,38,38,,53.9,0.2,0.2,0,2.2,42.3,0,51.6,100
2020,22109,Louisiana,Terrebonne,2020,23,34,23,18,54,42,25,8,1737,9721,13366,5188,9295,75.6,72.6,90.2,75.9,21,4.6,22,20,42,7,12,,,,,,82,46,5,,104576,18951,5.5,,,12,14,,81,,,11,,31,51665,33,29,,19,6.1,1.1,0.1,5.1,66.7,2,50.8,20.6
2020,22111,Louisiana,Union,2020,30,40,34,30,11,51,44,57,439,10166,13479,,9281,75.5,71.9,,76.5,21,4.6,19,17,38,7.2,10,,,,,,65,36,5.7,,90921,14707,6.2,,,9,15,,40,,,16,,32,43584,46,46,,24.8,0.5,0.3,0.1,4.6,69.2,1,50.5,82.9
2020,22113,Louisiana,Vermilion,2020,16,18,10,28,21,36,19,5,850,8480,15054,,7352,76.8,70.7,90.4,77.7,21,4.7,20,20,39,8.1,11,,,,,,94,45,5.3,,100475,20190,5,,,2,13,,60,,,10,,34,48263,50,49,,14.2,0.4,2.1,0,3.7,78.4,2,51.6,54.6
2020,22115,Louisiana,Vernon,2020,12,22,19,8,47,45,16,4,716,9195,11139,,9564,74.9,74.1,87.6,74.2,20,4.6,20,22,35,6.2,8,,,,,,91,59,6.6,,90054,20966,4.3,,,21,14,,66,,,13,,32,47664,48,40,,13.8,1.6,2.1,0.5,9.4,70,1,46.7,49.9
2020,22117,Louisiana,Washington,2020,60,52,63,52,55,35,55,24,1078,13484,13858,,13805,72.5,71.4,,72.3,26,5.2,23,16,43,7,10,,,,,,82,40,5.7,,75832,13186,5.8,,,5,18,,39,,,23,,37,36850,39,37,,30.1,0.5,0.3,0,2.4,65.4,2,50.6,66.7
2020,22119,Louisiana,Webster,2020,54,39,55,53,35,25,34,62,813,11660,12435,,11087,73.6,72.7,,74.1,23,5.1,23,16,33,5.9,9,,,,,,77,49,6.1,,64744,14575,4.4,,,15,19,,51,,,14,,31,35070,35,35,,34,0.6,0.4,0,2,61.7,0,51.4,53
2020,22121,Louisiana,West Baton Rouge,2020,15,12,11,20,13,15,20,9,369,8587,9804,,8100,78.1,76.4,,78.6,20,4.4,20,20,38,7.4,7,,,,,,74,57,4.4,,123098,23602,5.2,,,6,15,,74,,,9,,21,58205,28,28,,39.4,0.2,0.7,0.1,3.2,55.3,0,50.6,30.5
2020,22123,Louisiana,West Carroll,2020,42,59,45,32,45,63,57,19,200,10912,,,,74.3,70.9,,74.5,21,4.8,21,19,47,7.3,11,,,,,,93,36,9.2,,90200,16105,5.6,,,3,17,,33,,,25,,29,39332,19,14,,15.6,0.9,0.3,0,4,78.5,0,49.1,100
2020,22125,Louisiana,West Feliciana,2020,9,6,12,9,5,4,13,15,285,8675,9445,,8226,77.9,77.5,,78.2,21,4.5,22,20,22,6.3,7,,,,,,91,46,4,,127000,19789,6.4,,,20,14,,15,,,8,,14,60296,36,35,,44.3,0.2,0.3,0,1.6,52.9,0,34.6,100
2020,22127,Louisiana,Winn,2020,49,48,54,46,37,50,40,30,291,11545,9488,,13273,74.1,75.2,,72.9,24,5.1,23,17,37,6,9,,,,,,85,37,6.3,,82780,15241,5.4,,,13,19,,80,,,22,,27,40133,39,36,,30.6,0.9,0.2,0,2.2,64.6,0,46.4,64.9
